Job_ID,Role,Seniority,Emp_Type,Job function,Industries,Job_Des,Link
4183480591,Data Analyst,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"5+ years of experience as a Data Analyst or similar role. Proven track record of collecting, cleaning, analyzing, and interpreting large datasets Expertise in Pipeline designing and Validation Expertise in statistical methods, machine learning techniques, and data mining techniques Proficiency in SQL, Python, PySpark, Looker, Prometheus, Carbon, Clickhouse, Kafka, HDFS and ELK stack (Elasticsearch, Logstash, and Kibana) Experience with data visualization tools such as Grafana and Looker Ability to work independently and as part of a team Problem-solving and analytical skills to extract meaningful insights from data Strong business acumen to understand the implications of data findings Collect, clean, and organize large datasets from various sources Perform data analysis using statistical methods, machine learning techniques, and data visualization tools Identify patterns, trends, and anomalies within datasets to uncover insights Develop and maintain data models to represent the organization's business operations Create interactive dashboards and reports to communicate data findings to stakeholders Document data analysis procedures and findings to ensure knowledge transfer 5+ years of experience as a Data Analyst or similar role. Proven track record of collecting, cleaning, analyzing, and interpreting large datasets Expertise in Pipeline designing and Validation Expertise in statistical methods, machine learning techniques, and data mining techniques Proficiency in SQL, Python, PySpark, Looker, Prometheus, Carbon, Clickhouse, Kafka, HDFS and ELK stack (Elasticsearch, Logstash, and Kibana) Experience with data visualization tools such as Grafana and Looker Ability to work independently and as part of a team Problem-solving and analytical skills to extract meaningful insights from data Strong business acumen to understand the implications of data findings",https://www.linkedin.com/jobs/view/4183480591/
4189284175,Customer Experience - Post Sales Operations,Mid-Senior level,Full-time,Customer Service,Internet Marketplace Platforms,"About the Opportunity:Role: Customer Experience - Post Sales OperationsLevel: Senior Manager/ Associate DirectorReporting To: Vice President - Customer ExperienceLocation: GurgaonAbout the Function:Our Customer Experience team is dedicated to elevating every interaction with our customers. By enhancing customer satisfaction, minimizing customer effort, and driving strategic initiatives, the team ensures seamless post-sales experiences. The team also focuses on executing key projects that create meaningful improvements, fostering long-term customer loyalty and advocacy.About the Role:The incumbent will be responsible for delivering a seamless, high-quality, and personalized customer experience post-booking. This role involves leading customer engagement strategies, optimizing satisfaction levels, managing service recovery, and driving loyalty initiatives to enhance the overall customer journey. By ensuring that every touchpoint—from pre-arrival to post-interaction follow-ups—creates a memorable experience, the incumbent will play a key role in fostering repeat business and strengthening the brand’s reputation.The role requires implementing best practices, monitoring key performance metrics, and continuously refining processes to elevate the customer experience. The incumbent will collaborate with cross-functional teams, manage escalations effectively, and champion a customer-first mindset across the organization. Success in this position demands strong leadership, strategic thinking, and a deep understanding of evolving customer service trends and technologies.What will you be doing:Customer Journey Management: Oversee and enhance the post-sales customer experience, ensuring consistency and excellence from booking confirmation to post-stay engagement.Service Excellence: Develop and implement strategies to deliver outstanding customer service, working closely with Project, Product, and Operations teams.Vendor Management: Manage relationships with external vendors, ensuring timely delivery of services and resolve any issues to maintain customer satisfaction.Customer Feedback & Insights: Monitor customer reviews, feedback, and complaints across various platforms, analyze trends, and implement improvements.Crisis & Complaint Management: Establish and oversee service recovery strategies to promptly address and resolve customer concerns, ensuring high customer satisfaction.Cross-functional Collaboration: Work with Product, Operations, and Technology teams to improve customer communications and operational efficiency.Technology & Innovation: Leverage technology to enhance customer interactions, implement CRM tools, and drive automation in customer communication.Training & Development: Develop/upgrade training programs for the team to uphold service excellence and reinforce a customer-centric culture.What are you required to bring to the team:Proven track record in enhancing customer satisfaction, managing service recovery, and driving loyalty programs.Strong leadership and team management skills.Excellent communication, interpersonal, and problem-solving abilities.Experience with CRM software, customer feedback platforms, and hospitality technology tools is a plus.Ability to analyze data and insights to improve customer experience strategies.Qualification & Experience:MBA graduates from reputable institutes with 10+ years of experience.Experience in customer experience, guest relations, or hospitality management.",https://www.linkedin.com/jobs/view/4189284175/
4183486139,Business Analyst - Metricstream,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,"Experience in Metricstream application - Experience in facilitating the dialog with App Owners with minimum support from Product Owner - Have multiple years of experience working as a Business Analyst - Thrive with great responsibility and is team-oriented with solid stakeholder management capabilities - Has a holistic and positive view to the job: no job is too big, no job is too small – the team covers a wide range of tasks and we always support each other in getting the job done - Catch the essence of complex problems and can communicate them in a clear and understandable way - Are outgoing and enjoy talking to different people - Are motivated by working in an agile and fast-pace environment and you actively contribute to the social culture of the squad you are part of.Be main responsible for dialog with App owner - Studying the Out-of-box application solution in M7 - Assist business representatives in Functional Gap Document analysis and evaluation - Document the requirements - UAT Plan and execution - Test cases' preparation based on the configuration workbook and Functional Gap Document - Support Senior Business analysts to train the business users to use the M7 application",https://www.linkedin.com/jobs/view/4183486139/
4187769538,Business Analyst - Banking,Mid-Senior level,Full-time,"Information Technology, Consulting, and Engineering",IT Services and IT Consulting,"A day in the life of an InfoscionAs a Consultant, you will be a key player in the consulting team that helps discover and define the problem statement, evaluates the solution options and makes recommendations. You will create detailed design, Functional architecture, process artifacts, and implement the deployment plan. You will also support knowledge transfer with the objective of providing value-adding consulting solutions that enable our clients to meet the changing needs of the global landscape.Primary Skills:3-8 years of experience working as a Business Analyst/ techno-functional Consultant in more Banking domain areasCommercial LendingPaymentsCore BankingTrade FinanceExperience with Agile development methodologies such as SCRUMExcellent organizational, verbal, and written communication skillsStrong analytical skillsAbility to work independently with minimal guidance.Additional Responsibilities:Business Analyst should own the translation of these requirements into technical solutions and document those solutions in Functional Specification Designs.Convert the Functional / Solution design document to Technical Design Document and the same will then be used for development, Code design based on the organization and architectural standards.Provide business partner application support which includes working with Downstream and upstream application managers, operation and business users, technology and vendor(s) to resolve issues. Work with various stakeholders across program and tech partners to ensure change is implemented smoothly.Continuously Liaise with project and program managers to review project timelines, Risks at the program level, Risk Mitigation strategies, etc. and solutions to meet each project management activities.Experience with both traditional Waterfall SDLC and Agile/Lean methodologies.Must have strong problem-solving abilities, self-starter, sound team playerMust have excellent organizational skills and be able to handle multiple tasks to meet tight deadlinesStrong ability to communicate effectively and influence decisions to achieve resultsProvide suitable documentation for Business-as-usual reference across different support levels (L1, L2 and L3). Thorough understanding and execution of support model with excellent triage and problem-solving ability.",https://www.linkedin.com/jobs/view/4187769538/
4188114537,Associate Product Analyst - Tririga [T500-16863],Mid-Senior level,Full-time,Information Technology and Engineering,Restaurants,"Position Summary:Associate Technical Product - TRIRIGA DeveloperWe are seeking a skilled TRIRIGA Developer to design, develop, and integrate TRIRIGA applications and workflows. The ideal candidate will have strong technical expertise in TRIRIGA, system integration, with excellent problem-solving and documentation skills.The Technical Product Analyst supports the technical product management team to drive end-to-end product delivery of technology solutions. Responsibilities include working with the product teams to support delivery of technology solutions within a specific product area. They apply product domain knowledge, partners with the business, technical product teams and delivery teams as needed to ensure value delivery.Who we are looking for:Key Responsibilities:Design, develop, and configure TRIRIGA applications to meet specific business requirements.Customize TRIRIGA modules and workflows.Experience with TRIRIGA Application Builder, Data Integrator, and Report Manager.Provide technical support and troubleshooting for TRIRIGA-related issues.Create and maintain detailed technical documentation.Ability to co-ordinate with co-developer to ensure seamless TRIRIGA object mergeAbility to support production ticket as per priority.Ability to support automated and manual code deploy & release process.Required Skills & Qualifications:Education: Bachelor’s degree in computer science, Information Technology, Data Science, or a related field.Experience:Experience with TRIRIGA other than lease module is a plus.Experience in participating in business meetings to understand business requirements and processes.Experience with Agile Product Management methods and terminology.Excellent communication and stakeholder management skills, with the ability to engage both business and IT teams.Experience in working support model is a plusExperience in UX, reactJS, .net is a plusPreferred Certifications:TRIRIGA Certified Professional (Lease Management) is an advantage.Oracle Financials Certifications (AP, AR, GL, OTC) is an advantage.SAFe Certification is an advantage.Work location: Hyderabad, IndiaWork pattern: Full time role.Work mode: Hybrid.Additional Information:McDonald’s is committed to providing qualified individuals with disabilities with reasonable accommodations to perform the essential functions of their jobs. McDonald’s provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to sex, sex stereotyping, pregnancy (including pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), race, color, religion, ancestry or national origin, age, disability status, medical condition, marital status, sexual orientation, gender, gender identity, gender expression, transgender status, protected military or veteran status, citizenship status, genetic information, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. McDonald’s Capability Center India Private Limited (“McDonald’s in India”) is a proud equal opportunity employer and is committed to hiring a diverse workforce and sustaining an inclusive culture. At McDonald’s in India, employment decisions are based on merit, job requirements, and business needs, and all qualified candidates are considered for employment. McDonald’s in India does not discriminate based on race, religion, colour, age, gender, marital status, nationality, ethnic origin, sexual orientation, political affiliation, veteran status, disability status, medical history, parental status, genetic information, or any other basis protected under state or local laws.Nothing in this job posting or description should be construed as an offer or guarantee of employment.",https://www.linkedin.com/jobs/view/4188114537/
4189273368,Data Analyst,Entry level,Full-time,"Analyst, Strategy/Planning, and Supply Chain","Retail, Transportation, Logistics, Supply Chain and Storage, and Internet Marketplace Platforms","About noonnoon, the region's leading consumer commerce platform. On December 12th, 2017, noon launched its consumer platform in Saudi Arabia and the UAE, expanding to Egypt in February 2019. The noon ecosystem of services now includes marketplaces for food delivery, quick-commerce, fintech, and fashion. noon is a work in progress; we’re six years in, but only 5% done.noon’s mission: Ring every doorbell, everyday.What you'll do:Team noon has some of the fastest, smartest, and hardest-working people we've encountered.With a young, aggressive, and talented team, we're driving major missions forward. We’re lookingfor people who have a passion for data and a knack for turning complex information into valuableinsights.Data Extraction & Analysis: Use SQL and Big Query to extract and manipulate large datasets from various sources to uncover trends, insights, and opportunities.Data Reporting: Develop and maintain reports and dashboards using Excel and other reporting tools to monitor key performance indicators (KPIs) and business metrics.Google Sheet Automations & Macros : Familiar with Google Looker studio reports.Business Insights: Collaborate with cross-functional teams, including operations, marketing, tech and finance teams, to translate data into actionable insights and recommendations for optimizing business performance.Data Quality: Ensure data accuracy, integrity, and consistency by performing regular audits and troubleshooting issues as they arise.Forecasting &; Modeling: Utilize data analytics to forecast business trends, demand patterns, and other operational metrics, especially in the e-commerce or logistics sector.Process Optimization: Identify and suggest improvements for operational processes based on data- driven insights.Stakeholder Communication: Present findings and insights to both technical and non-technical stakeholders in a clear and concise manner.What you’ll need?Prior experience for at least 1 year in the e-commerce or logistics sector is highly desirable.Bachelor’s degree in Data Science/ Statistics/ Economics/Computer Science, or a related field is preferred.Advanced proficiency in SQL for querying and analyzing data.Experience in working with Big Query for large-scale data storage and analytics.Strong command of Excel, including pivot tables, VLOOKUP, macros and data visualization.Familiarity with visualization tools such as Tableau, Power BI, or Google Data Studio is a plus.Excellent analytical and problem-solving skills with a keen eye for detail.Ability to effectively communicate complex data findings to both technical and non-technical stakeholders.Who will excel?We’re looking for people with high standards, who understand that hard work matters.You need to be relentlessly resourceful and operate with a deep bias for action.We need people with the courage to be fiercely original.noon is not for everyone; readiness to adapt, pivot, and learn is essential.",https://www.linkedin.com/jobs/view/4189273368/
4190201745,Business Analyst,Mid-Senior level,Full-time,"Analyst, Strategy/Planning, and Information Technology",Business Consulting and Services and Online and Mail Order Retail,"About noonnoon is the region's leading consumer commerce platform, designed to revolutionize online shopping in the Middle East. Since launching in 2017, noon has expanded its services across Saudi Arabia, the UAE, and Egypt, with an ever-growing ecosystem that includes marketplaces for food delivery, quick commerce, fintech, and fashion. Our journey is only 5% complete, and we are committed to achieving our mission: Ring every doorbell, every day.Role OverviewThe Senior Business Analyst will lead critical business analysis initiatives, focusing on strategic projects and complex business challenges. This role requires advanced analytical skills, stakeholder management, and the ability to influence business decisions through data insights. The Senior Business Analyst will take ownership of delivering actionable recommendations that drive business growth and efficiency.Key ResponsibilitiesStrategic Analysis & Insights: Lead the analysis of complex business challenges, providing strategic insights and recommendations.Project Leadership: Manage and drive business analysis initiatives from concept to implementation, ensuring alignment with organizational goals.Data-Driven Decision Making: Analyze large datasets to identify trends, generate insights, and support data-driven decisions.Stakeholder Management: Act as a key liaison between business teams and technical teams, facilitating collaboration and ensuring alignment on project objectives.Process Improvement: Identify opportunities for process optimization and lead efforts to implement solutions that enhance efficiency.Reporting & Documentation: Create detailed business cases, reports, and documentation to support decision-making and project execution.QualificationsBachelor’s degree in Business Administration, Data Analytics, or a related field (MBA preferred).5+ years of experience in business analysis, with a track record of managing complex projects.Strong analytical skills and proficiency in data visualization and business intelligence tools.Exceptional stakeholder management and communication skills.Proven ability to lead cross-functional teams and drive results.Experience in the e-commerce or technology sector is highly desirable.Strong problem-solving skills and attention to detail.",https://www.linkedin.com/jobs/view/4190201745/
4190204496,Business Analyst,Mid-Senior level,Full-time,"Analyst, Strategy/Planning, and Information Technology",Business Consulting and Services and Online and Mail Order Retail,"About noonnoon is the region's leading consumer commerce platform, designed to revolutionize online shopping in the Middle East. Since launching in 2017, noon has expanded its services across Saudi Arabia, the UAE, and Egypt, with an ever-growing ecosystem that includes marketplaces for food delivery, quick commerce, fintech, and fashion. Our journey is only 5% complete, and we are committed to achieving our mission: Ring every doorbell, every day.Role OverviewThe Senior Business Analyst will lead critical business analysis initiatives, focusing on strategic projects and complex business challenges. This role requires advanced analytical skills, stakeholder management, and the ability to influence business decisions through data insights. The Senior Business Analyst will take ownership of delivering actionable recommendations that drive business growth and efficiency.Key ResponsibilitiesStrategic Analysis & Insights: Lead the analysis of complex business challenges, providing strategic insights and recommendations.Project Leadership: Manage and drive business analysis initiatives from concept to implementation, ensuring alignment with organizational goals.Data-Driven Decision Making: Analyze large datasets to identify trends, generate insights, and support data-driven decisions.Stakeholder Management: Act as a key liaison between business teams and technical teams, facilitating collaboration and ensuring alignment on project objectives.Process Improvement: Identify opportunities for process optimization and lead efforts to implement solutions that enhance efficiency.Reporting & Documentation: Create detailed business cases, reports, and documentation to support decision-making and project execution.QualificationsBachelor’s degree in Business Administration, Data Analytics, or a related field (MBA preferred).5+ years of experience in business analysis, with a track record of managing complex projects.Strong analytical skills and proficiency in data visualization and business intelligence tools.Exceptional stakeholder management and communication skills.Proven ability to lead cross-functional teams and drive results.Experience in the e-commerce or technology sector is highly desirable.Strong problem-solving skills and attention to detail.",https://www.linkedin.com/jobs/view/4190204496/
4190386647,"Business Analyst (Full Time, Remote)",Entry level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet","At Hike, we're building the Rush Gaming Universe 🎮 📲 💰To know more, check out work.hike.in.Hike Code 📝( Our core cultural values )The Hike Code is our value system. We aim to live and breathe by these every single day. They inspire us to be the best we can be and they are weaved into every part of our decision making, how we review performance and much more. We have 9 core values{​{:}}  Top Talent in Every Role → Both a quest for greatness & shared values are important to us 🦸‍♂️  Owner not a Renter → Proactive & radically responsible. Everyone is an owner ??  Pro-Sports Team → Strength-based, results driven with a ""team-first"" attitude ⚽️  Customer Obsession → We exist to delight our customers ??  Think Deeply & Exercise Good Judgement → Clear mind, obsession to simplify & data-informed 🙇‍♀️  Build & Make Magic → Courage to walk into the unknown and pioneer new fronts ??  Be Insatiably curious & keep Improving → Curiosity to acquire new perspectives, quickly 👨‍??  Move Fast & Be Dynamic→ Ruthless prioritization & move fast 🙋‍♂️  Dream Big, Be Bold & Think Long Term → Courage to climb big mountains ?? Skills & experience we're looking for 👨‍?? You have a Bachelor's degree in Math, Statistics, Comp Science, Engineering, or other technical field is a must; Advanced degrees will be preferred | Top talent in every role  You have a very good understanding of mobile and Internet products, growth strategies and business dynamics | Be Insatiably curious & keep Improving  You have 2-3 years experience performing quantitative analysis, preferably for an Internet or technology company | Top talent in every role  You have strong hands-on experience with SQL and Python I  Think Deeply & Exercise Good Judgement  You have strong hands-on knowledge of A/B testing and experimentation methodologies | Top talent in every role  You are comfortable manipulating, transforming, and analyzing complex, high-volume, high-dimensional data from varying sources. Experience with querying massive scale data with BigQuery is preferred I  Think Deeply & Exercise Good Judgement  You have experience in reporting and dash-boarding with tools like Tableau, Google Analytics etc I Top talent in every role  You have good understanding of statistical analysis, data warehousing, data modelling I Be Insatiably curious & keep Improving  You have proven ability to work in a fast-paced environment, meet changing deadlines and priorities on multiple simultaneous projects I  Move Fast & Be Dynamic  You have excellent organizational, communication, presentation and interpersonal skills I Top talent in every role You enjoy working in both individual and team settings | Pro-Sports Team  You will be responsible for ??  Strategy → Continuously turn business questions into data analysis to make data & evidence based decisions and crucial business recommendations  Strategy → Plan and execute A/B tests to optimize website, email, and other digital marketing channels to improve conversion rates and customer engagement  Strategy → Conduct competitive analysis to identify strengths, weaknesses, and opportunities in the market to help inform our strategy  Operations → Create visual displays of quantitative information to deliver effective presentations of findings and recommendations to multiple levels of leadership, develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs  Collaboration → Collaborate with cross-functional partners to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations  Strategy → Have experimentation at the core of what you do. You own and evangelize data-driven experimentation in the team to improve the product offerings and document it 💰 Benefits → We have tremendous benefits & perks. Check out work.hike.in to know more",https://www.linkedin.com/jobs/view/4190386647/
4188120050,Associate Product Analyst - Tririga QA [T500-16864],Mid-Senior level,Full-time,Information Technology and Engineering,Restaurants,"Position Summary:Associate Technical Product - TRIRIGA QA AnalystWe are seeking a skilled TRIRIGA QA Analyst to understand and ensure quality of TRIRIGA applications and functionalities. The ideal candidate will have strong technical expertise in TRIRIGA, system integration, with excellent problem-solving and documentation skills.The Associate Technical Product Analyst supports the technical product management team to drive end-to-end product delivery of technology solutions. Responsibilities include working with the product teams to support delivery of technology solutions within a specific product area. They apply product domain knowledge, partners with the business, technical product teams and delivery teams as needed to ensure value delivery.Who we are looking for:Key Responsibilities:Design, develop, and implement QA processes for TRIRIGA applications to ensure they meet business requirements.Customize and execute test plans, test cases, and test scripts for TRIRIGA modules and functionalities.Create and maintain detailed QA documentation, including test plans, test cases, e2e traceability, and defect reports.Work closely with developers to ensure seamless integration and quality of TRIRIGA functionalities.Identify, document, and track defects, and work with the development team to resolve them.Participate in continuous improvement initiatives to enhance QA processes and methodologies.Ability to perform regression, Performance and data testingAbility to support evidence during automated and manual code deploy & release process.Required Skills & Qualifications:Education: Bachelor’s degree in computer science, Information Technology, or a related field.Experience:Experience with TRIRIGA (including the lease module) is a plus.Experience in participating in business meetings to understand business requirements and processes.Familiarity with Agile Product Management methods and terminology.Excellent communication and stakeholder management skills, with the ability to engage both business and IT teams.Experience in a support model is a plus.Experience in testing multiple different integration areas.Preferred Certifications:TRIRIGA Certified Professional (Lease Management) is an advantage.Oracle Financials Certifications (AP, AR, GL, OTC) are an advantage.QA process or engineering certification is a plus.Work location: Hyderabad, IndiaWork pattern: Full time role.Work mode: Hybrid.Additional Information:McDonald’s is committed to providing qualified individuals with disabilities with reasonable accommodations to perform the essential functions of their jobs. McDonald’s provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to sex, sex stereotyping, pregnancy (including pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), race, color, religion, ancestry or national origin, age, disability status, medical condition, marital status, sexual orientation, gender, gender identity, gender expression, transgender status, protected military or veteran status, citizenship status, genetic information, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. McDonald’s Capability Center India Private Limited (“McDonald’s in India”) is a proud equal opportunity employer and is committed to hiring a diverse workforce and sustaining an inclusive culture. At McDonald’s in India, employment decisions are based on merit, job requirements, and business needs, and all qualified candidates are considered for employment. McDonald’s in India does not discriminate based on race, religion, colour, age, gender, marital status, nationality, ethnic origin, sexual orientation, political affiliation, veteran status, disability status, medical history, parental status, genetic information, or any other basis protected under state or local laws.Nothing in this job posting or description should be construed as an offer or guarantee of employment.",https://www.linkedin.com/jobs/view/4188120050/
4183481581,Healthcare Business Analyst,Entry level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,"Domain experience: Payer core – claims/Membership/provider mgmt. Domain experience: Provider clinical/RCM, Pharmacy benefit management Healthcare Business Analysts - with Agile/Safe-Agile Business analysis experience Medicaid, Medicaid experienced Business Analysts FHIR, HL7 data analyst and interoperability consulting Healthcare digital transformation consultants with skills/experience of cloud data solutions design, Data analysis/analytics, RPA solution design Keywords: Claims, Provider, utilization management experience, Pricing,Agile, BAA day in the life of an Infoscion As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!",https://www.linkedin.com/jobs/view/4183481581/
4184300256,Supply chain - Business Operations Analyst,Mid-Senior level,Full-time,Business Development and Sales,"Computer Hardware Manufacturing, Software Development, and IT Services and IT Consulting","Supply Chain OperationsAt HP Inc.Do you love taking tough challenges? Do you love disrupting the status quo and want to re-invent? We are in search of talented people like you who are inspired by the big questions, driven to learn and grow, and dedicated to making a meaningful difference.HP is a leading technology company, with 8 decades of rich history, operating in more than 170 countries around the world committed to creating technology that makes life better for everyone, everywhere. Following a truly employee first culture, we are guided by the HP Way that creates a culture of mutual trust, empowerment, and excellence.About The RoleSupply chain - Business Operations Analyst 3As a Supply chain - Business Operations Analyst 3 in Chennai/ Bangalore, you have a win-win opportunity: Use your skills to implement integrated solutions, then grow your own career through a variety of paths inside one of the world’s leading technology companies.This role is responsible for leading a broad range of complex supply chain processes for a large global business unit. The role improves current business processes and performance metrics by leading cross-functional regional and global business unit planning teams and identifies opportunities to streamline and optimize operational processes. The role manages special projects and communicates requirements to large global business unit planning teams.Selected candidate must act as a trusted team member providing innovative solutions to various operational issues from SAP and non-SAP environment standpoint. This would include Logistics, Procurement and order management supply chain business processes. Selected candidate should also drive / support key Supply Chain Improvement projects for Services Supply Chain by challenging the status-quo and working across diverse and varied supply chains models / teams / regions with limited direction / inputs. He / she must exercise independent judgment within defined practices and procedures to determine appropriate solution / action. The selected candidate must also follow established guidelines, interprets policies, evaluates unique circumstances and makes recommendations.What can you expect?As a Supply chain - Business Operations Analyst 3Leads a broad range of complex supply chain processes, such as inventory analysis and planning, demand planning, import/export operations, and sales and operations planning, typically for a large global business unit. Independently executes complex demand and supply matching activities, connecting planning to execution, and identifying issues and their impact. Works cross-functionally to prioritize backlog management. Partners with global business units and supply bases to generate and deliver demand signals. Leads cross-functional regional and global business unit planning teams to maintain and enhance the current business processes. Defines and reviews performance metrics on a regular basis, identifying opportunities for improvement actions to address. Manages priority projects by adding creative insights and developing recommendations. Communicates requirements and guidelines to the large global business unit planning teams. Mentors junior-level staff and establishes guidelines for the mentorship programs. Leads and manages a regulatory trade compliance program.You Would Be The Right If You HaveFour-year or Graduate Degree in Supply Chain Management, Manufacturing Engineering, Operations management, Business Administration, or any other related discipline or commensurate work experience or demonstrated competence.Typically has 7-10 years of work experience, preferably in supply chain, operations, or a related field.Must have minimum 14-16 years of experience in supply chain functionExperience in more than one supply chain function with primary focus on Logistics (Procurement, Order Management, Sales).Minimum 5-6 years of experience in various SAP S4relating to Forward Logistics Reverse Logistics, procurement and Sales order management. This is a mandatory requirement.Preferred Certifications Project Management Professional (PMP) Certification Certified Professional In Supply Management (Standards Organizations)Knowledge & Skills Continuous Improvement Process Data Analysis Enterprise Resource Planning Finance Inventory Control Inventory Management Key Performance Indicators (KPIs) Lean Manufacturing Material Requirements Planning Materials Management Process Improvement Procurement Production Planning Purchasing SAP Applications Supply Chain Supply Chain Analysis Supply Chain Management Supply Chain Planning WarehousingCross-Org Skills Effective Communication Results Orientation Learning Agility Digital Fluency Customer CentricityImpact & Scope Impacts function and leads and/or provides expertise to functional project teams and may participate in cross-functional initiatives.Complexity Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors.Some Of The Vast Reward Of Working At HPExcellent career path and career development resources to enhance your skills and capabilities to support your career journey in Supply ChainA thriving diverse, equitable and inclusive environment where you are valued for the individual you are and are empowered to own your work and decisions.A wholesome and comprehensive total rewards plan including finance, health, work life integration, career growth and compensation.We take a of pride in our commitment to diversity, equity and inclusion – it's just who we are. From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!",https://www.linkedin.com/jobs/view/4184300256/
4185445615,Analyst - Risk Management,Associate,Full-time,Analyst and Management,IT Services and IT Consulting,"Roles and ResponsibilitiesMonitor transactions/ merchants to identify risk/fraud and take necessary action immediately.Handle transaction queries in case of discrepancies where disputes arise from the customer.Work closely with the partner banks and Cybercell to handle chargebacks/customer disputes and ensure timely recovery to reduce losses.Speak to merchants or customers to understand and address queries/concerns.Identify innovative ways to reduce risks by providing inputs on enhancing the process and reduce monetary losses.Skills and ExperienceExperience-1-2 years in Risk/Fraud management/Transaction monitoring.Knowledge about a customer support app or CRM , such as freshdesk.Interpersonal skills - Friendly and pleasant demeanor over phone and emailCommunication skills - Exceptional verbal and written communicationListening skills - Understand, anticipate and resolve queries arising from various stakeholdersAttention to detail and accuracy - Excellent organizational skills and multitasking skills. Identify anomalies or suspicious behaviours and act quickly to reduce impactTakes initiatives - Quickly and thoroughly solves problems when deliveries, transaction or experience do not go 100% as planned",https://www.linkedin.com/jobs/view/4185445615/
4184908383,"Data Scientist, Product, Insights and Analytics",Not Applicable,Full-time,"General Business, Strategy/Planning, and Consulting","Information Services and Technology, Information and Internet","Minimum qualifications:Bachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field.5 years of work experience with analysis applications (extracting insights, performing statistical analysis, or solving business problems), and coding (Python, R, SQL) (or 2 years work experience plus a Master's degree).Preferred qualifications:Master's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field.5 years of work experience with analysis applications (extracting insights, performing statistical analysis, or solving business problems), and coding (Python, R, SQL).About The JobHelp serve Google's worldwide user base of more than a billion people. Data Scientists provide quantitative support, market understanding and a strategic perspective to our partners throughout the organization. As a data-loving member of the team, you serve as an analytics expert for your partners, using numbers to help them make better decisions. You will weave stories with meaningful insight from data. You'll make critical recommendations for your fellow Googlers in Engineering and Product Management. You relish tallying up the numbers one minute and communicating your findings to a team leader the next.ResponsibilitiesStructure high-level business questions into data-focused investigative hypotheses.Write queries and perform analysis to answer business questions (SQL, R, Python).Develop and automate reports, iteratively build dashboards to provide insights at scale, solving for business priorities.Apply Large Language Model (LLM) and other Machine Learning (ML) models to analyze structured and unstructured data (eg. for natural language processing).Protect the team against overreaching statistical conclusions (e.g., sampling, correlation/causation).Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",https://www.linkedin.com/jobs/view/4184908383/
4183499540,N/A,N/A,N/A,N/A,N/A,N/A,https://www.linkedin.com/jobs/view/4183499540/
