,Job_ID,Role,Seniority,Emp_Type,Job function,Industries,Job_Des,Link
24,4183316405,Data Scientist,Associate,Full-time,Other,"Technology, Information and Internet and Travel Arrangements","About The Role: Drive research and development in the areas of Search Ranking & Relevance, Catalog Quality, GenAI and Recommendation Systems, etc. keeping business goals and product planning at the front. Deliver productionizable advanced statistical or machine learning based solutions for high impact complex problems.What you’ll do: ●Work with various stakeholders in understanding their business requirements and implement the solutions with product and tech teams. Formulate the appropriate predictive analytic solutions leveraging statistical and machine learning tools.●Develop and optimize algorithms for travel product search to improve relevance and performance.●Carrying out a cost benefit comparison of various solutions, not only driven by analytical rigour of the solutions, but also the pragmatic aspects of deployment, data and adoption cost.●Leverage machine learning models to enhance search rankings/relevance based on user preferences, behavior, and intent.●Create feedback loops. Help shape the product roadmaps.●Drive adoption of the predictive analytic solutions via demonstrating improvement in success metrics and interfacing with business partners from other teams.What you’ll need: ●Education: Btech / Mtech in Comp Science/Data Science/Pure science and related disciplines from Tier 1 universities.●Programming skills: Python, Pytorch, Tensorflow●Background and Experience in: Machine Learning, Data Mining, Mathematical and Statistical Modeling, Mathematical Optimization, Simulations.●Looking for significant research expertise/accomplishment, theoretical depth and business experience in the above areas. Prefer candidates with patents or published papers and a few years of industrial experience (experience in the travel/hospitality domain is a plus). Proven hard-problem solving skills.●Background and Experience: Atleast 4 years of hands-on experience in Machine Learning and Deep Learning with good track of publication/patents",https://www.linkedin.com/jobs/view/4183316405/
25,4181748943,Data Scientist,Associate,Full-time,Engineering,"Technology, Information and Internet","What you will do● Develop models and run experiments to infer insights from hard data● Improve our product usability and identify new growth opportunities● Develop state of the art ranking and recommender systems that understand userpreferences to provide them with the most relevant products across different touchpoints on the app● Develop computer vision led systems to help sellers list products effectively and succeedon Meesho● Catch frauds and make order fulfillment more efficient● Develop best in class ML applications in Ads and Monetisation that help trade offobjectives in seller ROI, user experience and revenue● Model seasonal demand to predict key organisational metricsWhat you will need● Bachelor's/Master's degree in computer science (or similar degrees)● Good grasp on variety of topics in Deep Learning, Machine Learning, Computer Visionetc● Familiarity with tools like SQL, Python, PyTorch, Tensorflow etc.● Strong understanding of Statistics and Linear Algebra.● Strong understanding of hypothesis/model testing.● Proficiency in machine learning algorithms● Excellent analytical skills to fetch data from reliable sources to generate accurateinsights● Experience in tech and product teams is a plusBonus points for:● Experience in working on recommender systems, graph machine learning, largemultimodal models, diffusion models etc.● Familiarity with Big Data tech stacks like Apache Spark, Flink etc.",https://www.linkedin.com/jobs/view/4181748943/
26,4167198176,Team Member - Data Analytics,Entry level,Full-time,Management and Manufacturing,Financial Services,"Key ResponsibilitiesData Analysis & Reporting: Analyse complex datasets to derive meaningful insights for strategic decision-making. Create, maintain, and optimize dashboards and reports using tools like Power BI and Tableau. Provide data-driven recommendations to the CEO and executive leadership team.Strategic Insight Generation: Collaborate with the CEO and strategy team to understand business objectives and challenges. Conduct in-depth analysis of business performance, market trends, and the competitive landscape to identify opportunities for improvement and actionable strategies.Database Management & Querying: Use SQL to query databases and extract relevant data. Ensure data integrity by performing cleansing, transformation, and validation.Statistical Analysis & Predictive Modelling: Utilize Python and statistical techniques to conduct predictive analysis, trend forecasting, and scenario planning. Apply machine learning algorithms to solve business problems and inform strategic decisions.Collaboration & Stakeholder Management: Work closely with crossfunctional teams (Finance, Marketing, Operations) to gather data requirements and offer analytical support. Present findings in a clear and actionable format to senior management.Tool Development & Automation: Develop automated reporting tools and analytical solutions to enhance data accessibility and streamline processes. Implement best practices in data visualization, storytelling, and user experience",https://www.linkedin.com/jobs/view/4167198176/
27,4176129589,Data Scientist (3-5),Associate,Full-time,Analyst,Software Development,"About PhonePe Group: PhonePe is India’s leading digital payments company with 50 crore (500 Million) registered users and 3.7 crore (37 Million) merchants covering over 99% of the postal codes across India. On the back of its leadership in digital payments, PhonePe has expanded into financial services (Insurance, Mutual Funds, Stock Broking, and Lending) as well as adjacent tech-enabled businesses such as Pincode for hyperlocal shopping and Indus App Store which is India's first localized App Store. The PhonePe Group is a portfolio of businesses aligned with the company's vision to offer every Indian an equal opportunity to accelerate their progress by unlocking the flow of money and access to services.CultureAt PhonePe, we take extra care to make sure you give your best at work, Everyday! And creating the right environment for you is just one of the things we do. We empower people and trust them to do the right thing. Here, you own your work from start to finish, right from day one. Being enthusiastic about tech is a big part of being at PhonePe. If you like building technology that impacts millions, ideating with some of the best minds in the country and executing on your dreams with purpose and speed, join us!Job DescriptionWe are seeking a motivated and skilled Data Scientist with 3 years of experience to join our dynamic team. The ideal candidate will have a strong foundation in machine learning, with a focus on implementing algorithms at scale. Additionally, knowledge of computer vision and natural language processing will be idealKey Responsibilities: Develop and implement machine learning models, offline batch models as well as real time online and edge compute models Analyze complex datasets and extract meaningful insights to drive business decisions Collaborate with cross-functional teams to identify and solve business problems using data-driven approaches Communicate findings and recommendations to stakeholders effectively Required Qualifications: Bachelor's or Master's degree in Computer Science, Data Science, Statistics, or a related field 3+ years of experience in a Data Scientist role Strong proficiency in Python and SQL Solid understanding of machine learning algorithms and statistical modeling techniques Knowledge of Natural Language Processing (NLP) and Computer Vision (CV) concepts and algorithms Hands-on experience implementing and deploying machine learning algorithms Experience with data visualization tools and techniques Strong analytical and problem-solving skills Excellent communication skills, both written and verbalPreferred Qualifications: Experience with PySpark and other big data processing frameworks Knowledge of deep learning frameworks (e.g., TensorFlow, PyTorch)Technical Skills: Programming Languages: Python (required), SQL (required), Java (basic knowledge preferred) Machine Learning: Strong foundation in traditional ML algorithms, and a working knowledge of NLP and Computer Vision Big Data: Deep knowledge of PySpark Data Storage and Retrieval: Familiarity with databases/mlflow preferred Mathematics: Strong background in statistics, linear algebra, and probability theory Version Control: Git Soft Skills: Excellent communication skills to facilitate interactions with stakeholders Ability to explain complex technical concepts to non-technical audiences Strong problem-solving and analytical thinking Self-motivated and able to work independently as well as in a team environment Curiosity and eagerness to learn new technologies and methodologiesWe're looking for a motivated individual who is passionate about data science and eager to take on challenging tasks. If you thrive in a fast-paced environment and are excited about leveraging cutting-edge technologies in machine learning to solve real-world problems, we encourage you to apply!PhonePe Full Time Employee Benefits (Not applicable for Intern or Contract Roles)Insurance Benefits - Medical Insurance, Critical Illness Insurance, Accidental Insurance, Life InsuranceWellness Program - Employee Assistance Program, Onsite Medical Center, Emergency Support SystemParental Support - Maternity Benefit, Paternity Benefit Program, Adoption Assistance Program, Day-care Support ProgramMobility Benefits - Relocation benefits, Transfer Support Policy, Travel PolicyRetirement Benefits - Employee PF Contribution, Flexible PF Contribution, Gratuity, NPS, Leave Encashment Other Benefits - Higher Education Assistance, Car Lease, Salary Advance PolicyWorking at PhonePe is a rewarding experience! Great people, a work environment that thrives on creativity, the opportunity to take on roles beyond a defined job description are just some of the reasons you should work with us. Read more about PhonePe on our blog.Life at PhonePePhonePe in the news",https://www.linkedin.com/jobs/view/4176129589/
28,4159736318,"Data Scientist, gTech Ads Solutions",Not Applicable,Full-time,Information Technology and Engineering,"Information Services and Technology, Information and Internet","Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Bengaluru, Karnataka, India; Hyderabad, Telangana, India; Gurugram, Haryana, India.Minimum qualifications:Bachelor's degree in Statistics, Engineering, Science, or equivalent practical experience.3 years of experience using analytics to solve product or business problems with coding (e.g., Python, R, SQL), querying databases or statistical analysis.Preferred qualifications:Experience in delivering insights from Machine Learning to customers (e.g., problem scoping/definition, modeling, interpretation).Experience in deploying digital analytics and measurement solutions.Experience in Computer Vision and Natural Language Processing (NLP) with the ability to bring Generative AI technologies to customer problems in marketing.Experience in leveraging data insights into storytelling for business stakeholders.Knowledge of the statistical algorithms used in Marketing Analytics.About the jobgTech Ads is responsible for all support and media and technical services for customers big and small across our entire Ad products stack. We help our customers get the most out of our Ad and Publisher products and guide them when they need help. We provide a range of services from enabling better self help and in-product support, to providing better support through interactions, setting up accounts and implementing ad campaigns, and providing media solutions for customers business and marketing needs and providing complex technical and measurement solutions along with consultative support for our large customers. These solutions range from bespoke and customized ones for our customers to scalable support for millions of customers worldwide. Based on the evolving needs of our ads customers, we partner with Sales, Product and Engineering teams within Google to develop better solutions, tools, and services to improve our products and enhance our client experience. As a cross-functional and global team, we ensure our customers get the best return on investment with Google and we remain a trusted partner.In this role, you will be responsible for applying data science practices to solve our ads customer's problems in marketing and execute on gTech’s strategy and goals to deliver applied data science to Google's ads customers, utilizing the best of Google’s ML capabilities to build solutions.Google Ads is helping power the open internet with the best technology that connects and creates value for people, publishers, advertisers, and Google. We’re made up of multiple teams, building Google’s Advertising products including search, display, shopping, travel and video advertising, as well as analytics. Our teams create trusted experiences between people and businesses with useful ads. We help grow businesses of all sizes from small businesses, to large brands, to YouTube creators, with effective advertiser tools that deliver measurable results. We also enable Google to engage with customers at scale.ResponsibilitiesGuide data science aspects of client engagements in the area of marketing effectiveness and marketing portfolio management.Collaborate with customers to resolve their problems and identify the statistical techniques that can solve the problem, and own the development of modeling framework.Engage with stakeholders to assess data and model readiness and be able to scale a proof-of-concept to a solution.Work with customer and internal teams to translate data and model results into tactical insights for selection making, and work with clients to integrate recommendations into business processes.Collaborate with Product/Engineering teams to increase and optimize capabilities of the Applied Data Science team, employing methods which create opportunities for scale.Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",https://www.linkedin.com/jobs/view/4159736318/
29,4174099804,ML Research Engineer,Mid-Senior level,Full-time,Engineering,"Software Development and Technology, Information and Media","Who are we?Founded in 2014 by Khadim Batti and Vara Kumar, Whatfix is a leading global B2B SaaS provider and the largest pure-play enterprise digital adoption platform (DAP). Whatfix empowers companies to maximize the ROI of their digital investments across the application lifecycle, from ideation to training to the deployment of software. Driving user productivity, ensuring process compliance, and improving user experience of internal and customer-facing applications.Spearheading the category with serial innovation and unmatched customer-centricity, Whatfix is the only DAP innovating beyond the category, positioning itself as a comprehensive suite for GenAI-powered digital adoption, analytics, and application simulation. Whatfix product suite consists of 3 products - DAP, Product Analytics, and Mirror. This product suite helps businesses accelerate ROI on digital investments by streamlining application deployment across its lifecycle.Whatfix has seven offices across the US, India, UK, Germany, Singapore, and Australia and a presence across 40+ countries.Customers: 700+ enterprise customers, including over 80 Fortune 500 companies such as Shell, Microsoft, Schneider Electric, and UPS Supply Chain Solutions. Investors: Raised a total of ~$270 million. Most recently Series E round of $125 Million led by Warburg Pincus with participation from existing investor SoftBank Vision Fund 2. Other investors include Cisco Investments, Eight Roads Ventures (A division of Fidelity Investments), Dragoneer Investments, Peak XV Partners, and Stellaris Venture Partners.With over 45% YoY sustainable annual recurring revenue (ARR) growth, Whatfix is among the “Top 50 Indian Software Companies” as per G2 Best Software Awards. Recognized as a “Leader” in the digital adoption platforms (DAP) category for the past 4+ years by leading analyst firms like Gartner, Forrester, IDC, and Everest Group.The only vendor recognized as a Customers’ Choice in the 2024 Gartner® Voice of the Customer for Digital Adoption Platforms has once again earned the Customers’ Choice distinction in 2025. We also boast a star rating of 4.6 on G2 Crowd, 4.5 on Gartner Peer Insights, and a high CSAT of 99.8%Highest-Ranking DAP on 2023 Deloitte Technology Fast 500™ North America for Fourth Consecutive YearWon the Silver for Stevie's Employer of the Year 2023 – Computer Software category and also recognized as Great Place to Work 2022-2023 Only DAP to be among the top 35% companies worldwide in sustainability excellence with EcoVadis Bronze MedalOn the G2 peer review platform, Whatfix has received 77 Leader badges across all market segments, including Small, Medium, and Enterprise, in 2024, among numerous other industry recognitions.About the Role:Whatfix is working on building an intelligent assistant that understands user actions and intent, acting as a helpful guide to enhance productivity. This assistant will anticipate user needs, provide actionable insights, and streamline task completion.We are seeking a rockstar AI/ML Engineers who have experience in building world-class products. The ideal candidate will have a strong passion for leveraging AI and machine learning to create cutting-edge solutions that transform user experiences. If you thrive in solving complex problems, pushing the boundaries of AI/ML technology, and working collaboratively in a fast-paced environment, this role is for you!Key Responsibilities:Develop advanced computer vision and state-of-the-art deep learning models to understand software applications and derive user intent.Research and implement ML and deep learning algorithms for production use.Build and maintain infrastructure for AI/ML systems, including model inference, automated (re-)training, monitoring, explainability, and more.Stay updated on cutting-edge AI research from leading labs by reading papers and experimenting with code.Assist AI product managers and business stakeholders in understanding the capabilities and limitations of AI for the products.Fine-tune, retrain, and scale existing model deployments.Conduct necessary ML tests and benchmarks for model validation.Our Ideal candidate:Experience: 4+ years of expertise in machine learning.Deep Learning Expertise: Strong understanding of deep learning principles in both Computer Vision and Natural Language Processing (NLP).LLM Knowledge: Familiarity with LLM architectures like BERT and GPT, with hands-on experience fine-tuning these models for enhanced performance.Model Development: Proven experience in developing deep learning models, such as CNNs and Vision Transformers, for image-based tasks in production systems.Research and Application: Extensive experience in algorithms for image processing, content-based video/image analysis, object detection, segmentation, and tracking.Libraries: Proficiency in machine learning and deep learning libraries like PyTorch and Hugging Face.Technical Skills: Demonstrated ability to implement, improve, debug, and maintain machine learning models.Nice to Have:Strong programming skills in Python.Expertise in optimization and debugging.Familiarity with version control systems such as Git.Self-motivated and responsible, with excellent written and verbal communication skills.Experience in handling and visualizing large datasets and creating performance reports.Note:We strive to live and breathe our Cultural Principles and encourage employees to demonstrate some of these core values - Customer First; Empathy; Transparency; Fail Fast & Scale Fast; No Hierarchies for Communication; Deep Dive & Innovate; Trust, Do it as you own it;We are an equal opportunity employer and value diverse people because of and not in spite of the differences. We do not discriminate on the basis of race, religion, color, national origin, ethnicity, gender, sexual orientation, age, marital status, veteran status, or disability status",https://www.linkedin.com/jobs/view/4174099804/
30,4187312226,Artificial Intelligence,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Should have good experience in Python 2. Good knowledge in deep learning or Machine LanguageWork Experience : 3 -6yrs Qualification: BE/B.Tech/ME/M.Tech/MCA/M.Sc Work Location: Bangalore Notice Period: Immediate to 30days,https://www.linkedin.com/jobs/view/4187312226/
31,4183486106,Python developer,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Primary skills:Technology->Machine Learning->PythonA day in the life of an Infoscion As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Knowledge of more than one technology Basics of Architecture and Design fundamentals Knowledge of Testing tools Knowledge of agile methodologies Understanding of Project life cycle activities on development and maintenance projects Understanding of one or more Estimation methodologies, Knowledge of Quality processes Basics of business domain to understand the business requirements Analytical abilities, Strong Technical Skills, Good communication skills Good understanding of the technology and domain Ability to demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modelling methods Awareness of latest technologies and trends Excellent problem solving, analytical and debugging skills",https://www.linkedin.com/jobs/view/4183486106/
32,4181190709,Data Science- Associate Director-Bangalore,Director,Full-time,Consulting and Information Technology,IT Services and IT Consulting,"About KPMG in India.KPMG entities in India are professional services firm(s). These Indian member firms are affiliated with KPMG International Limited. KPMG was established in India in August 1993. Our professionals leverage the global network of firms, and are conversant with local laws, regulations, markets and competition. KPMG has offices across India in Ahmedabad, Bengaluru, Chandigarh, Chennai, Gurugram, Hyderabad, Jaipur, Kochi, Kolkata, Mumbai, Noida, Pune, Vadodara and Vijayawada.KPMG entities in India offer services to national and international clients in India across sectors. We strive to provide rapid, performance-based, industry-focussed and technology-enabled services, which reflect a shared knowledge of global and local industries and our experience of the Indian business environment.The person will work on a variety of projects in a highly collaborative, fast-paced environment. The person will be responsible for software development activities of KPMG, India. Part of the development team, he/she will work on the full life cycle of the process, develop code and unit testing. He/she will work closely with Technical Architect, Business Analyst, user interaction designers, and other software engineers to develop new product offerings and improve existing ones. Additionally, the person will ensure that all development practices are in compliance with KPMG’s best practices policies and procedures. This role requires quick ramp up on new technologies whenever required.Level- Associate DirectorLocation- BangaloreNotice Period- ImmediateExp-12+yearsHands-on Experience of building ML solution on GCP Vertex AI. Experience working on Model Garden or Gen -AI is a plus. Hands-on experience on Google Cloud software components for ML such as those for data collection & data management, Exploration/analysis, Feature engineering, Logging/management, Automation, Monitoring, Serving. Define ML problem. Considerations include: Defining problem type (classification, regression, clustering, etc.), Defining outcome of model predictions, Defining the input (features) and predicted output format, and type of serving. Hands-on experience of ML Ops including deployment of AI/ML models, creating AI pipeline etc Hands-on experience of creating a customized docker for model training, model prediction etc. Work closely with Data Engineers to understand readily available features and develop ML pipeline for feature engineering to choose and tune best ML model possible in parlance to the local context Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications. Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc. Combine models through ensemble modeling Presenting information using data visualization techniques Strong hands-on experience in python and SQL is a pre-requisite Experience with frameworks such as TensorFlow, PyTorch, and KerasB.E/B.Tech/ BCA/MBA/MCA Full-Time educationEqual Opportunity Employer:KPMG India has a policy of providing equal opportunity for all applicants and employees regardless of their color, caste, religion, age, sex/gender, national origin, citizenship, sexual orientation, gender identity or expression, disability or other legally protected status. KPMG India values diversity and we request you to submit the details below to support us in our endeavor for diversity. Providing the below information is voluntary and refusal to submit such information will not be prejudicial to you.",https://www.linkedin.com/jobs/view/4181190709/
33,4169175877,Data Scientist,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"Job Details:Experience - 6 to 12 yrsMandatory Skills - Gen AI, Data Science, Python, Machine Learning.Location - Mumbai, Pune, Bangalore, Chennai, Hyderabad and Kolkata location.Notice - Immediate to 30 daysJob Description:Work with stakeholders to identify opportunities for leveraging data to drive business solutionsMine and analyze data from databases to drive optimization and improvement of product development and business strategiesAssess the effectiveness and accuracy of new data sources and data gathering techniquesDevelop custom models and algorithms to apply to data setsUse predictive modelling to increase and optimize customer experiencesCoordinate with different functional teams to implement models and monitor outcomesAnalyze large amounts of information to discover trends and patternsBuild predictive models and machine earning algorithmsPresent information using data visualization techniques Good to have a knowledge of ML lifecycle and model governanceQualifications-Looking for someone with 5 to 8 years of experience manipulating data sets and building statistical models having bachelors or masters degree in Statistics Mathematics Computer Science or another quantitative field and is familiar with the following software toolsExperience using statistical computer languages R Python to manage data and draw insights from large data setsKnowledge of a variety of machine learning techniques clustering decision tree learning artificial neural networks XG Boost KNN SVM ANN.Knowledge of advanced statistical techniques and concepts regression properties of distributions statistical tests and proper usage and experience with applicationsKnowledge and experience in statistical and data mining techniques GLM Regression Random Forest Boosting Trees text mining social network analysisExperience creating and using advanced machine learning algorithms and statistics regression simulation scenario analysis modeling clustering decision trees neural networksExperience visualizing presenting data for stakeholdersExperience with Snowflake will be an added advantageExperience in deployment of machine learning models using cloud technologies",https://www.linkedin.com/jobs/view/4169175877/
34,4176910648,Python Developer,Associate,Full-time,Information Technology,IT Services and IT Consulting,"ResponsibilitiesWrite clean, maintainable, and efficient Python code for backend services or applications.Develop RESTful APIs or work on web applications using frameworks like Django or Flask. Implement data extraction, transformation, and loading (ETL) processes using Python.Collaborate with front-end developers and other team members to ensure seamless integration. Test and debug applications to ensure they meet quality and performance standards.Participate in code reviews and contribute to the development of coding standards.Keep up-to-date with Python libraries and tools relevant to the project.Technical and Professional Requirements:Primary skills: Technology->Machine Learning->PythonPreferred Skills:Technology->Machine Learning->PythonAdditional Responsibilities:Skills Required:Strong proficiency in Python 3.x.Experience with at least one Python web framework (Django, Flask, etc.).Knowledge of database technologies, including SQL and ORM (e.g., SQLAlchemy).Familiarity with version control systems like Git. Basic understanding of front-end technologies (HTML, CSS, JavaScript).Experience with unit testing frameworks like pytest or unittest.Knowledge of REST API design principles.Educational RequirementsMCA, MTech ,Bachelor of Engineering, BCA, BSc, BTech",https://www.linkedin.com/jobs/view/4176910648/
35,4181035807,Data Scientist,Associate,Full-time,Information Technology,Software Development,"Position: Data ScientistExperience Level: 1-3 YearsIndustry: E-commerceLocation: MumbaiEmployment Type: Full-timeAbout Us:We are a fast-growing e-commerce company seeking a Data Scientist to join our dynamic team. We thrive on data-driven decision-making and are dedicated to enhancing the online shopping experience through the power of data. As a Data Scientist, you will have the opportunity to contribute to our mission by working on exciting projects related to customer behavior, product recommendations, pricing strategies, and business optimization.Key Responsibilities:Data Analysis & Insights: Analyze large datasets from multiple sources (clickstream, sales, user engagement) to uncover insights and support business decision-making.Machine Learning: Develop, deploy, and maintain machine learning models for recommendations, personalization, customer segmentation, demand forecasting, and pricing.A/B Testing: Design and analyze A/B tests to evaluate the performance of product features, marketing campaigns, and user experiences.Data Pipeline Development: Work closely with data engineering teams to ensure the availability of accurate and timely data for analysis.Collaborate with Cross-functional Teams: Partner with product, marketing, and engineering teams to deliver actionable insights and improve platform performance.Data Visualization: Build dashboards and visualizations to communicate findings to stakeholders in an understandable and impactful way.Exploratory Analysis: Identify trends, patterns, and outliers to help guide business strategy and performance improvements.Required Skills:Proficiency in Python or R: Experience in using Python or R for data analysis and machine learning.SQL: Strong SQL skills to query and manipulate large datasets.Machine Learning Frameworks: Familiarity with libraries such as Scikit-learn, TensorFlow, or PyTorch.Data Wrangling: Ability to clean, organize, and manipulate data from various sources.A/B Testing: Experience designing experiments and interpreting test results.Visualization Tools: Proficiency with data visualization tools (e.g., Tableau, Power BI, Matplotlib, Seaborn).Statistics & Probability: Strong grasp of statistical methods, hypothesis testing, and probability theory.Communication: Ability to convey complex findings in clear, simple terms for non-technical stakeholders.Preferred Qualifications:E-commerce Experience: Experience working with e-commerce datasets (e.g., user behavior, transaction data, inventory, and product data).Experience with Big Data: Familiarity with big data technologies (e.g., Hadoop, Spark, BigQuery).Cloud Platforms: Experience with cloud platforms like AWS, GCP, or Azure for data storage and model deployment.Business Acumen: Understanding of key business metrics in e-commerce, such as conversion rates, LTV, and customer acquisition cost (CAC).Education:Bachelor’s or Master’s degree in Data Science, Computer Science, Mathematics, Statistics, or related field.",https://www.linkedin.com/jobs/view/4181035807/
36,4170982861,KPMG INDIA- Data Scientist- Consultant & Assistant Manager,Mid-Senior level,Full-time,"Accounting/Auditing, Consulting, and Finance","Business Consulting and Services, Investment Banking, and Financial Services","About KPMG in IndiaKPMG entities in India are professional services firm(s). These Indian member firms are affiliated with KPMG International Limited. KPMG was established in India in August 1993. Our professionals leverage the global network of firms, and are conversant with local laws, regulations, markets and competition. KPMG has offices across India in Ahmedabad, Bengaluru, Chandigarh, Chennai, Gurugram, Jaipur, Hyderabad, Jaipur, Kochi, Kolkata, Mumbai, Noida, Pune, Vadodara and Vijayawada.KPMG entities in India offer services to national and international clients in India across sectors. We strive to provide rapid, performance-based, industry-focused and technology-enabled services, which reflect a shared knowledge of global and local industries and our experience of the Indian business environment.Why Choose KPMG India?Dynamic Work Environment: Be a part of an innovative team that values creativity and fresh ideas. 👨‍💼Growth Opportunities: We provide excellent training, mentorship, and career advancement.📈Attractive Benefits: Competitive salaries, health insurance, and more!🎖️KPMG is hiring individuals for projects with Multinational Investment Banks.>> ROLE & RESPONSIBILITIESEnsuring E2E delivery - requirement gathering, test execution plan, defining scope, identifying risks, dependencies and aligning stakeholder expectations throughout the lifecycle of the projectEngage in Finance architecture roll out projects and define As-Is and To-Be mappingInvolve in extensive analysis of the Client data and drive insights for the system implementationJob Description:Data Scientist with experience of regulatory reporting and Settlement experience Strong statistical and analytical skills: The candidate should have a solid foundation in statistics, data analysis, and machine learning techniques. They should be proficient in using these skills to analyse large datasets related to trade transactions and settlement processes.Programming expertise: Proficiency in programming languages commonly used in data science, such as Python, R, or SQL, is crucial. The candidate should be able to write efficient code for data manipulation, analysis, and model development.Domain knowledge in finance and trading: A good understanding of financial markets, trading processes, and settlement procedures would be highly valuable. This knowledge will help the data scientist contextualize their analyses and develop more relevant insights and solutions.Experience with data visualization and reporting: The ability to present complex data and findings in a clear, visually appealing manner is important. The candidate should be skilled in using data visualization tools and creating dashboards to communicate insights effectively to both technical and non-technical stakeholders.Experience in working on TTR across Global jurisdiction and exposure to DTCC and Kaizen analytics will be an added advantage.>> QUALIFICATIONMBA or Master’s / Doctorate Degree in fields such as Mathematics, Statistics, Econometrics, Finance or Operations ResearchPeople with CFA/ FRM degrees will be preferredKnowledge of risk management functions across different lines of business in banking industry>> SELECTION PROCESSCandidates should expect minimum 3 rounds of personal or telephonic interviews to assess fitment and communication skills>> COMPENSATIONCompensation is competitive with industry standardsDetails of the compensation breakup will be shared with short-listed candidates only>> PEOPLE BENEFITSContinuous learning programDriving a culture of recognition through ‘ENCORE’ our quarterly rewards and recognition programComprehensive medical insurance coverage for staff and familyExpansive general and accidental coverage for staffExecutive Health checkup (Manager & above, and for staff above the age of 30)Les Concierge desksInternal & Global mobilityVarious other people friendly initiativesStrong commitment to our Values such as CSR initiativesThe opportunity is now! If you are interested in being part of a dynamic team, serving clients and reaching your full potential – KPMG Advisory Services is for you!",https://www.linkedin.com/jobs/view/4170982861/
37,4185219703,Python developer,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Primary skills:Technology->Machine Learning->PythonA day in the life of an Infoscion As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Knowledge of design principles and fundamentals of architecture Understanding of performance engineering Knowledge of quality processes and estimation techniques Basic understanding of project domain Ability to translate functional / nonfunctional requirements to systems requirements Ability to design and code complex programs Ability to write test cases and scenarios based on the specifications Good understanding of SDLC and agile methodologies Awareness of latest technologies and trends Logical thinking and problem solving skills along with an ability to collaborate",https://www.linkedin.com/jobs/view/4185219703/
38,4155821994,Python Developer,Associate,Full-time,Engineering,IT Services and IT Consulting,"ResponsibilitiesWrite clean, maintainable, and efficient Python code for backend services or applications.Develop RESTful APIs or work on web applications using frameworks like Django or Flask.Implement data extraction, transformation, and loading (ETL) processes using Python.Collaborate with front-end developers and other team members to ensure seamless integration.Test and debug applications to ensure they meet quality and performance standards.Participate in code reviews and contribute to the development of coding standards.Keep up-to-date with Python libraries and tools relevant to the project. QualificationsEducation details: MCA, MTech, Bachelor of Engineering, BCA, BSc, BTech Required SkillsStrong proficiency in Python 3.x.Experience with at least one Python web framework (Django, Flask, etc.).Knowledge of database technologies, including SQL and ORM (e.g., SQLAlchemy).Familiarity with version control systems like Git.Basic understanding of front-end technologies (HTML, CSS, JavaScript).Experience with unit testing frameworks like pytest or unittest.Knowledge of REST API design principles. Preferred SkillsTechnology->Machine Learning->Python Equal Opportunity StatementInclude a statement on commitment to diversity and inclusivity.",https://www.linkedin.com/jobs/view/4155821994/
